distance_arcmin,objID,survey,ra,dec,band,fov_radius,IAUName,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,TIC,distance_arcsec,Jmag,flare_rate,J_flux_density,nuv_flux_density,fuv_flux_density,R0,age,teff,mass,distance_pc
0.022546694356299034,6387593209061577157,AIS,267.9707880722604,-82.86607950182213,1,0.492849231,GALEX J175152.9-825157,213.05,0.0,0.0,0.0,20.9599915,0.215330765,0.0,0.0,14.996953,2.97357774,0.1283033,267.46337,-83.35516,2020.92,2131.396,0.0,0.4446348,0.5219463,1,0.0,0.0,0,256216396.0,1.352801661377942,13.98,0.05049297733846031,4078.3859037275947,14.99696576264946,3630780547.7010026,0.12396130990801847,250.0,3072.0,0.192194,114.867
0.003232647514282829,6376263828366166483,AIS,342.9191287015923,7.008332040297858,3,0.1190297,GALEX J225140.5+070030,360.0,360.0,21.7085133,0.224890023,15.7988367,0.009300891,7.526558,1.55860758,1739.66248,14.8990908,0.09280643,342.84315,6.91624,1917.298,1939.655,0.0,51.57811,51.3780327,0,0.06991888,0.03518961,256,257222038.0,0.19395885085696973,9.446,0.0,265514.54509416834,1739.6637739876537,7.526527971893809,0.25383953386048513,120.0,5760.0,1.031,142.994
0.008312831761286867,2918581185668976462,MIS,6.906419377297486,2.707631497555446,3,0.411114037,GALEX J002737.5+024227,1821.05,1821.05,23.3938541,0.250525564,18.6775112,0.0156809948,1.5938977,0.3676907,122.742569,1.77230716,0.0279513132,7.29556,2.84157,1950.724,1923.851,0.0,3.63911366,3.70579457,0,0.0148067074,0.008811793,256,257247422.0,0.498769905677212,10.128,0.0,141673.40014964042,122.74265694746327,1.5938900517761632,0.31298700567646054,120.0,4977.0,0.822,121.382
0.011000589846032239,6380521124501917396,AIS,30.74261650112149,-13.62951326610969,1,0.5842566,GALEX J020258.2-133746,112.0,112.0,0.0,0.0,20.8004627,0.22112219,0.0,0.0,17.3705883,3.536853,0.01884846,30.27997,-14.00304,1938.946,1894.515,0.0,0.515009165,0.569386542,1,0.0,0.0,0,257484419.0,0.6600353907619343,10.111,0.0,143909.1198556212,17.370604010747403,3630780547.7010026,0.21697016389924628,120.0,4184.0,0.65,80.7428
0.0015224320681593334,6381013713227351285,AIS,1.180514310263715,4.289640614388389,1,0.309458941,GALEX J000443.3+041722,271.0,271.0,0.0,0.0,16.2229347,0.0123815481,0.0,0.0,1177.13379,13.42057,0.0195656214,1.04747,4.56923,1899.509,1912.726,0.0,34.9000664,35.0869026,0,0.0,0.0,0,257556825.0,0.09134592408956001,9.475,0.0,258516.52951901342,1177.13458567221,3630780547.7010026,0.35179565666742457,120.0,5622.0,0.996,120.096
0.009610588126777687,6380239648451462407,AIS,11.73174761860984,4.354991540985206,1,0.241650939,GALEX J004655.6+042117,212.05,212.05,0.0,0.0,17.1383686,0.02227332,0.0,0.0,506.58493,10.3898048,0.0196551681,11.70635,4.59531,1924.407,1902.193,0.0,15.0194035,15.2716436,0,0.0,0.0,0,257570869.0,0.5766352876066613,9.708,0.029179741648032685,208587.51830246887,506.5852727525638,3630780547.7010026,0.34308381681692884,120.0,5354.07,0.926,114.414
0.006290671679576577,6385622849864863152,AIS,62.96631333067288,-37.93979088367882,1,0.3778505,GALEX J041151.9-375623,212.0,212.0,0.0,0.0,16.77052,0.017805431,0.0,0.0,710.8723,11.6550531,0.0146611407,62.50375,-38.03913,1868.824,1927.54,0.0,21.0761852,21.3132,0,0.0,0.0,256,257605131.0,0.3774403007745946,9.636,0.029563325052864974,222888.83644545468,710.8729682458829,3630780547.7010026,0.33194273985306716,120.0,5481.0,0.96,123.739
1.5768848665317652,6376932331433754636,AIS,55.38268247872366,24.08311437190107,1,0.5982219,GALEX J034131.8+240459,106.05,0.0,0.0,0.0,21.1062412,0.5307028,0.0,0.0,13.1069984,6.40508366,0.353940964,55.22468,24.66377,1849.327,1845.664,0.0,0.388600767,0.2654488,33,0.0,0.0,0,258031958.0,94.61309199190592,13.969,0.13083339465942367,4119.915579417128,13.1070066568237,3630780547.7010026,0.04446493513443907,127.4,3115.0,0.220295,125.483
0.9426379871823981,6376932331433754650,AIS,55.46827431819369,24.10804733444923,1,0.5983695,GALEX J034152.3+240628,106.05,0.0,0.0,0.0,21.5748672,0.6628829,0.0,0.0,8.512417,5.19588947,0.277981758,55.22468,24.66377,1849.327,1845.664,0.0,0.25237906,0.439509839,33,0.0,0.0,0,258031991.0,56.55827923094389,14.078,0.032748953927937814,3726.3900971658554,8.512421500887308,3630780547.7010026,0.16457620121600117,127.4,3151.0,0.218831,135.957
1.034535028665102,6376932331433754730,AIS,55.48312503727276,24.1663136880693,1,0.550309837,GALEX J034155.9+240958,106.05,0.0,0.0,0.0,21.03388,0.3425305,0.0,0.0,14.010313,4.41893148,0.244403034,55.22468,24.66377,1849.327,1845.664,0.0,0.415382564,-0.4109832,1,0.0,0.0,0,258032013.0,62.07210171990612,15.033,0.016309759633757095,1546.2806352516295,14.010318231572528,3630780547.7010026,0.12428023007396476,127.4,3005.0,0.151078,135.106
