ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,e_pmRA,e_pmDEC,plx,e_plx,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,contratio,duplicate_id,gaiabp,e_gaiabp,gaiarp,e_gaiarp,e_RA,e_Dec,dstArcSec,moca_aid,moca_mtid,designation,age,eage,sep,n_sectors
590274,71.7063699674948,-26.3024585297271,33.6102,-5.1357,7.4724,STAR,tmgaia2,20190415,0.0605056,0.0760555,12.4165,0.0381007,7.85,0.03,7.099,0.018,6.951,0.031,6.894,0.021,6785.67,113.389,4.31193,0.0875583,nan,nan,1.39716,0.0529045,1.46,0.254178,0.535324,0.119943,DWARF,3.72869015,0.1428525,80.3519,0.24785,0.0,0.000208960191,,7.97387,0.001325,7.4395,0.001404,0.963393253843296,1.17925165319885,0.0,CAR,CM,HD 30447,45.0,9.0,0.00015114491831566922,2.0
615133,72.7659439329332,-27.5197225921501,32.1029,-8.54398,8.0998,STAR,tmgaia2,20190415,0.0406522,0.0477285,12.1043,0.0258331,8.58,0.03,7.624,0.023,7.403,0.038,7.319,0.023,6241.0,125.562,4.34393,0.0856548,nan,nan,1.22592,0.0535628,1.21,0.1797,0.656754,0.150762,DWARF,2.054156,0.06633135,82.4185,0.1768,0.0,0.02839815,,8.73763,0.001776,8.05813,0.001405,0.648983500219782,0.740163640920229,0.0,COL,CM,HD 30984,42.0,5.0,0.0001430323312498319,1.0
671393,73.4001984506413,-28.5930784846966,38.3767,-1.75843,12.0373,STAR,tmgaia2,20190415,2.4715,2.47152,nan,nan,15.477,0.069,10.174,0.024,9.606,0.024,9.301,0.021,3096.0,157.0,4.69547,0.0166595,nan,nan,0.548227,0.0232088,0.543657,0.0251855,3.29947,0.267052,DWARF,0.0248782225,0.00720732054,nan,nan,nan,1.19737983,,15.3347,0.00457,12.1484,0.002217,39.5366147097858,38.3129535303634,0.0,COL,CM,UCAC3 123-12808,42.0,5.0,0.00016540637726224054,1.0
1028816,33.8389150325912,-7.12628464915817,5.80057,-7.88527,8.43709,STAR,tmgaia2,20190415,0.0919449,0.0813872,8.36088,0.0515564,8.84,0.03,8.044,0.02,7.904,0.038,7.873,0.023,6744.45,142.536,4.33284,0.0952648,-0.064,0.01,1.35455,0.0640704,1.44,0.254854,0.579403,0.146134,DWARF,3.42033648,0.1420385,119.199,0.738,0.00897759,6.85630448e-06,,8.95123,0.001862,8.39784,0.001939,1.42862211847048,1.26204945039769,0.0,PERI,HM,HD 13916,120.0,0.0,4.350910851080426e-05,1.0
1223040,71.6202708213217,-34.8679584793908,-8.12483,23.3409,13.9018,STAR,tmgaia2,20190415,0.0943438,0.155838,10.4787,0.057117,nan,nan,12.154,0.026,11.544,0.022,11.289,0.023,3172.0,157.0,4.83838,0.00281941,nan,nan,0.387318,0.0117428,0.377095,0.0204047,6.49005,0.238993,DWARF,0.0136824157,0.0035598625,95.1733,0.52125,0.0,0.001974405,,17.0232,0.007267,13.9992,0.002947,1.53326640737526,2.41621162337456,0.0,OCT,CM,2MASS J04462885-3452047,35.0,5.0,0.00010982270559973438,3.0
1518580,75.3074330485337,-35.8457810850497,-11.5986,18.8546,12.952,STAR,tmgaia2,20190415,0.0566836,0.066684,10.3011,0.036956,15.302,0.06,11.452,0.026,10.885,0.024,10.61,0.019,3419.0,157.0,4.7426,0.00787796,nan,nan,0.494073,0.0146576,0.492168,0.0202715,4.08075,0.195289,DWARF,0.0300519988,0.007342107,96.807,0.34895,0.0,0.002998066,,15.536,0.003804,13.011,0.001923,0.923834631655734,1.03414896519625,0.0,OCT,CM,2MASS J05011378-3550447,35.0,5.0,9.839217721638951e-05,2.0
2743109,246.243093586675,-48.6013931032821,-18.1849,-32.6277,7.9831,STAR,tmgaia2,20190415,0.0928066,0.0487936,8.14417,0.0564443,8.25,0.002,7.671,0.021,7.548,0.034,7.483,0.024,7431.0,132.665,4.28337,0.0815194,nan,nan,1.55803,0.0533065,1.7,0.275342,0.449492,0.0943552,DWARF,6.668606,0.291654,122.363,0.8515,0.0560798,0.06301211,,8.38058,0.00311,7.94511,0.001889,1.57915321139034,0.756912439394398,0.0,UCL,BF,HD 147558,16.0,2.0,0.00016606500785122056,4.0
2850290,80.768014239424,30.4831950673735,13.6329,-40.6328,14.118,STAR,tmgaia2,20190415,0.133764,0.0968053,7.65481,0.0798413,16.728,1.133,12.425,0.023,11.808,0.023,11.573,0.021,3241.0,157.0,4.78666,0.00635983,nan,nan,0.444234,0.0136563,0.440364,0.0206194,5.02315,0.228177,DWARF,0.0196170826,0.00503676524,130.17,1.3635,0.0119097,0.125770658,,17.0829,0.012799,14.2039,0.003772,2.15006228315282,1.50163584628458,0.0,SAPER,HM,Gaia DR2 3446657108391160576,79.0,1.9,0.00019051658562291014,3.0
3084844,243.904804984162,-41.649657621675,-19.0718,-28.6163,8.4493,STAR,tmgaia2,20190415,0.102108,0.0561415,7.499,0.0491853,8.84,0.03,8.047,0.024,7.904,0.024,7.839,0.033,6680.79,111.091,4.10897,0.083865,nan,nan,1.73444,0.0720503,1.41,0.224917,0.270236,0.0589592,DWARF,5.399123,0.278368,132.848,0.875,0.107968,0.0256258529,,8.9615,0.001273,8.40439,0.001182,1.69387638329463,0.870515083712711,0.0,UCL,HM,HD 145984,16.0,2.0,0.00015291010486899787,4.0
3243257,244.811733222423,-40.8208543853772,-11.0632,-21.4987,8.5019,STAR,tmgaia2,20190415,0.107824,0.0731493,6.36921,0.0616984,8.928,0.002,7.982,0.023,7.809,0.024,7.74,0.02,6985.0,138.08,4.09669,0.0884392,nan,nan,1.83246,0.0696483,1.53,0.273421,0.248648,0.0578842,DWARF,7.201635,0.3779655,156.321,1.519,0.126971,0.0136638386,,9.09264,0.00246,8.45475,0.001833,1.78391389145249,1.13421720629669,0.0,UCL,CM,HD 146681,16.0,2.0,0.00010740754132421922,4.0
3302755,138.991381787068,-40.2767560075188,-33.9503,18.7725,13.3971,STAR,tmgaia2,20190415,0.0627827,0.0628715,8.17727,0.0423601,15.803,0.183,11.8,0.026,11.19,0.027,10.975,0.024,3359.0,157.0,4.72334,0.0088888,nan,nan,0.516107,0.0155493,0.513747,0.02044,3.73706,0.1893,DWARF,0.0305502117,0.007594329,121.864,0.6335,0.0385505,0.08663499,,16.1032,0.005649,13.4647,0.002773,1.03689848903393,0.975140310183189,0.0,SPL9,CM,Gaia DR2 5428715692943386368,50.0,20.0,0.00017241576484631563,1.0
3349355,139.085311541644,-41.5290724729724,-20.1591,9.1467,12.8226,STAR,tmgaia2,20190415,0.0282439,0.0322213,4.22147,0.017913,13.632,0.16,11.833,0.022,11.337,0.022,11.174,0.021,4651.0,131.072,4.56536,0.0994592,nan,nan,0.742964,0.0575176,0.74,0.0892109,1.80438,0.517161,DWARF,0.2327106,0.0111705,235.275,0.999,0.0656476,0.104144268,,14.1362,0.001985,12.7689,0.001146,0.468369701647076,0.499714269669741,0.0,SPL9,CM,Gaia DR2 5427840962724252288,50.0,20.0,9.838474777508106e-05,1.0
3772886,139.633017200809,-39.0438270027728,-38.5948,19.8741,6.8725,STAR,tmgaia2,20190415,0.0751686,0.0741455,9.26042,0.0447906,6.89,0.03,6.809,0.02,6.793,0.04,6.773,0.021,9465.0,176.816,4.36385,0.0652649,nan,nan,1.69089,0.0442538,2.41,0.3317,0.498504,0.0824255,DWARF,20.6732941,1.357355,107.654,0.523,0.0248836,0.00747370068,,6.91701,0.001379,6.85454,0.002061,1.23656612200262,1.1498597797953,0.0,SPL9,CM,Gaia DR2 5430379528912806912,50.0,20.0,0.00019298898817682807,1.0
3926262,245.300809078597,-40.5057219848242,-11.1129,-28.7433,9.665,STAR,tmgaia2,20190415,0.110901,0.0571868,6.85136,0.0562253,10.569,0.008,8.964,0.02,8.568,0.018,8.465,0.022,5540.0,124.033,4.11057,0.0802969,nan,nan,1.43593,0.0736809,0.97,0.119774,0.327623,0.0731894,DWARF,1.74984062,0.0651578,145.36,1.197,0.111019,0.08444012,,10.663,0.003543,9.6202,0.002601,1.83284082129527,0.886722588659029,0.0,UCL,BF,HD 147048,16.0,2.0,0.00013699744447070325,2.0
4061225,245.569403140787,-38.7107038186374,-31.9686,-39.0449,9.6698,STAR,tmgaia2,20190415,0.512706,0.358999,12.5317,0.261596,10.462,0.007,8.756,0.025,8.284,0.031,8.157,0.02,4929.0,123.328,4.4483,0.0912379,nan,nan,0.889465,0.0617336,0.81,0.0968523,1.15106,0.303405,DWARF,0.4207144,0.02210815,79.6808,1.6747,0.0,0.0367917642,,10.6757,0.003215,9.53602,0.001441,8.42661099225655,5.56740578851909,0.0,UCL,CM,HD 147236,16.0,2.0,0.00022410910411418364,2.0
4097865,140.312270887684,-41.0692757604202,-28.0172,14.1595,11.8932,STAR,tmgaia2,20190415,0.0398047,0.0432368,6.34223,0.0265672,12.815,0.057,10.939,0.023,10.379,0.024,10.209,0.022,4630.0,122.679,4.55899,0.0929113,nan,nan,0.743362,0.0532186,0.73,0.0848386,1.77714,0.494063,DWARF,0.228780448,0.0105747,156.961,0.6595,0.031209,0.0859223753,,13.1688,0.00532,11.8348,0.003628,0.659096005119953,0.670547192716007,0.0,SPL9,CM,Gaia DR2 5429168141979720960,50.0,20.0,0.00013952772416198553,1.0
4342429,140.644135207317,-37.8594888443138,-38.7246,18.0357,13.6258,STAR,tmgaia2,20190415,0.0830072,0.085785,9.41254,0.061074,16.699,1.133,11.797,0.027,11.211,0.023,10.933,0.025,3136.0,157.0,4.76044,0.00751147,nan,nan,0.473789,0.0144149,0.471564,0.0205342,4.4339,0.211803,DWARF,0.0195600018,0.005138564,105.923,0.6905,0.0213246,0.0775810257,,16.8302,0.007461,13.7293,0.002513,1.36073649199848,1.33044239247988,0.0,SPL9,CM,Gaia DR2 5430883998593799296,50.0,20.0,0.00018988555449169563,1.0
4491044,117.184900228084,30.909951702243,-8.5071,-26.6509,8.21693,STAR,tmgaia2,20190415,0.0912472,0.0596115,5.94561,0.053655,8.53,0.03,7.843,0.018,7.693,0.038,7.663,0.021,6905.0,127.932,3.98312,0.0886759,nan,nan,2.06991,0.0859549,1.503,0.259075,0.169475,0.040067,DWARF,8.775091,0.387725,167.397,1.515,0.0120554,0.0009523315,,8.63233,0.001188,8.18033,0.001285,1.46805344402478,0.924544122872886,0.0,SRSG2,CM,Gaia eDR3 879252686793480192,126.0,25.0,0.00012429037672409757,4.0
4579839,348.209438273676,-11.7757387585344,31.4679,-9.01739,12.2979,STAR,tmgaia2,20190415,0.0673809,0.0667136,8.95801,0.0404555,13.879,0.16,11.094,0.022,10.466,0.023,10.244,0.021,3935.0,157.0,4.64337,0.0110334,nan,nan,0.609295,0.0181162,0.595606,0.0202894,2.63315,0.145393,DWARF,0.0801916048,0.0176439956,111.276,0.505,0.00633316,0.009268225,,14.1317,0.002088,12.303,0.000783,1.05045739253141,1.03450675162618,0.0,PERI,HM,UCAC2 27769374,120.0,0.0,0.00014546665765222943,1.0
4593735,141.240148987127,-41.265526824719,-32.7521,16.9798,9.8859,STAR,tmgaia2,20190415,0.0461198,0.0477933,8.07712,0.0293485,10.492,0.005,9.192,0.03,8.815,0.063,8.814,0.027,5711.0,130.744,4.47678,0.0795316,nan,nan,0.965931,0.0467638,1.02,0.133195,1.13178,0.243866,DWARF,0.8942014,0.03089825,123.367,0.45,0.0316152,0.07804379,,10.7233,0.0063,9.84111,0.004118,0.764117210690149,0.741206164375277,0.0,SPL9,CM,Gaia DR2 5426129572877826304,50.0,20.0,0.00015884020591789262,1.0
4639431,141.279275600172,-37.325444511277,-39.9159,18.9415,14.0873,STAR,tmgaia2,20190415,0.081076,0.10418,9.69687,0.061107,16.989,1.133,12.289,0.024,11.732,0.026,11.399,0.023,3174.0,157.0,4.83097,0.00340261,nan,nan,0.395317,0.0120167,0.386184,0.0204406,6.25112,0.239108,DWARF,0.01428938,0.00371828373,102.826,0.651,0.0205675,0.0500515178,,17.2033,0.007763,14.1842,0.0023,1.32699205278326,1.61564504659979,0.0,SPL9,CM,Gaia DR2 5430950793922553344,50.0,20.0,0.000196385247100293,1.0
4699111,38.8519602990336,-9.35075024336713,3.21122,-4.9063,7.12301,STAR,tmgaia2,20190415,0.103774,0.106719,7.40848,0.0585292,7.10601,0.023,7.063,0.021,7.118,0.033,7.064,0.02,9921.0,166.689,4.33331,0.0615562,nan,nan,1.79732,0.046794,2.538,0.323425,0.437137,0.0672742,DWARF,28.194603,1.6073,134.468,1.0665,0.022092,0.00223139185,,7.1239,0.003473,7.10813,0.004287,1.61463734495806,1.6549308695659,0.0,PERI,HM,HD 16152,120.0,0.0,2.606244037937609e-05,2.0
4741056,39.6502966779684,-7.53016725664611,3.18177,-7.17429,8.26963,STAR,tmgaia2,20190415,0.113875,0.109607,8.52841,0.0831812,8.63,0.03,7.899,0.023,7.755,0.024,7.733,0.029,6840.0,128.539,4.31302,0.0907016,nan,nan,1.40399,0.0615201,1.478,0.262374,0.534056,0.126581,DWARF,3.887267,0.1878245,116.876,1.145,0.00710082,0.0005577541,,8.75183,0.002684,8.23413,0.00238,1.77015795304569,1.69986324706882,0.0,PERI,HM,HD 16488,120.0,0.0,3.487063876122255e-05,2.0
5156358,142.22550686635,-41.021983889266,-30.7997,14.7471,10.688,STAR,tmgaia2,20190415,0.0508245,0.0472235,6.91975,0.0308149,11.7,0.016,9.786,0.024,9.265,0.023,9.117,0.019,4939.0,126.693,4.30065,0.0887665,nan,nan,1.05427,0.0670854,0.81,0.0972336,0.691234,0.176657,DWARF,0.5958779,0.02124825,143.916,0.643,0.0549808,0.0533604734,,11.8511,0.006802,10.6438,0.005916,0.841410002474104,0.732372710645392,0.0,SPL9,CM,Gaia DR2 5426190217812767360,50.0,20.0,0.00014702690556895768,1.0
5230459,142.550387505735,-37.943478529551,-41.4724,13.1686,9.2296,STAR,tmgaia2,20190415,0.0372461,0.047972,8.05065,0.0302577,9.748,0.003,8.692,0.027,8.429,0.024,8.387,0.021,6259.0,140.301,4.42269,0.0862518,nan,nan,1.12427,0.0514071,1.22,0.184964,0.858523,0.202623,DWARF,1.74764478,0.0791748,123.771,0.467,0.0333634,0.0120841889,,9.90441,0.000763,9.18653,0.000834,0.610771793833923,0.743958039545184,0.0,SPL9,CM,Gaia DR2 5430120623982534912,50.0,20.0,0.00019340524265868596,1.0
5331536,246.442083249221,-49.0411871841105,-9.06255,-16.8651,10.7436,STAR,tmgaia2,20190415,0.0712507,0.0422451,1.78021,0.0447251,11.162,0.011,10.189,0.024,10.004,0.047,9.912,0.023,6948.0,134.099,3.8475,0.0904926,nan,nan,2.43335,0.119585,1.52,0.258657,0.105494,0.0250781,DWARF,12.4320841,1.0007025,553.266,13.8065,0.173636,0.467445523,,11.3988,0.000884,10.6904,0.00076,1.21451467821432,0.65529352023625,0.0,UCL,CM,TYC 8320-2074-1,16.0,2.0,8.515223119498156e-05,2.0
5471000,142.867780636388,-41.9044269255452,-27.496,14.147,7.7877,STAR,tmgaia2,20190415,0.0714584,0.0622792,6.45808,0.049218,8.15,0.03,7.42,0.019,7.298,0.031,7.218,0.017,6794.95,106.733,3.79898,0.0835494,nan,nan,2.52186,0.0966533,1.46,0.249001,0.0910312,0.019977,DWARF,12.2146645,0.6039855,154.169,1.179,0.0649664,0.005035377,,8.26916,0.001351,7.74907,0.001296,1.18649032811719,0.966064434229852,0.0,SPL9,CM,Gaia DR2 5425906578172499328,50.0,20.0,0.00013747473337459332,6.0
5536869,49.4573283399072,22.8321903370624,23.1031,-44.9797,7.36133,STAR,tmgaia2,20190415,0.11679,0.0789614,7.3852,0.0489571,7.64,0.03,7.072,0.019,6.984,0.029,6.893,0.015,7516.0,497.313,3.98317,0.109609,nan,nan,2.22316,0.102794,1.734,0.384995,0.157811,0.0468882,DWARF,14.2096653,4.22005,134.886,0.8975,0.0424431,0.000323177141,,7.72521,0.001051,7.32709,0.001331,1.84746227793125,1.22435028419206,0.0,PLE,CM,HD 20420,127.4,8.15,0.00022467934276643344,3.0
5548244,143.068028400287,-41.4702464481937,-35.158,15.567,14.1932,STAR,tmgaia2,20190415,0.14601,0.146116,5.42816,0.0866292,16.298,1.133,12.648,0.026,12.009,0.022,11.804,0.019,3467.0,157.0,4.71496,0.00998894,nan,nan,0.525736,0.0165812,0.522907,0.0209566,3.5985,0.19653,DWARF,0.0359787047,0.008834314,183.33,2.935,0.0770249,0.0602309257,,16.6816,0.007778,14.2446,0.002557,2.42072279150287,2.26598379945337,0.0,SPL9,CM,Gaia DR2 5425922486731177600,50.0,20.0,0.00017093668920796764,2.0
5612334,50.3122338789559,21.8598630800518,24.3852,-49.9158,14.7411,STAR,tmgaia2,20190415,0.151255,0.11379,8.00548,0.0851138,17.63,0.2,13.082,0.024,12.497,0.021,12.221,0.021,3233.0,157.0,4.88231,0.000470427,nan,nan,0.341529,0.0106206,0.324416,0.0205074,8.14366,0.244408,DWARF,0.0114808148,0.00296168262,124.487,1.329,0.0110721,0.0108587593,,17.7229,0.008262,14.8279,0.001716,2.38891796941628,1.7645811250974,0.0,PLE,CM,Gaia DR2 62104028807382784,127.4,8.15,0.0002468697335596346,2.0
5621550,143.204799386146,-39.4128736181334,-43.308,19.0416,13.8394,STAR,tmgaia2,20190415,0.0689573,0.0726698,9.93634,0.0462901,16.915,1.133,12.119,0.026,11.544,0.022,11.288,0.021,3262.0,157.0,4.82349,0.0037277,nan,nan,0.403453,0.0121148,0.395373,0.0203399,6.02044,0.232575,DWARF,0.0166041423,0.00421795854,100.352,0.4698,0.0527575,0.07801105,,16.7559,0.004899,13.922,0.002019,1.13576856163234,1.12699782803185,0.0,SPL9,CM,Gaia DR2 5426782167383257344,50.0,20.0,0.00021028413144165745,1.0
5624184,143.200034845957,-37.7413094814315,-46.6237,14.0755,15.997,STAR,tmgaia2,20190415,0.0677984,0.0908696,11.1925,0.0578383,15.847,0.15,15.995,0.082,16.016,0.182,15.812,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DWARF,nan,nan,89.1192,0.46285,0.0,nan,,15.9812,0.002555,15.9609,0.004225,1.11101277741749,1.40917011455266,0.0,SPL9,CM,Gaia DR2 5435944535217680640,50.0,20.0,0.00021646285913890767,3.0
5716512,347.456458454179,-14.5105554239381,29.6025,-7.42012,6.42688,STAR,tmgaia2,20190415,0.131641,0.107455,9.39625,0.073607,6.43,0.03,6.379,0.018,6.4,0.033,6.369,0.023,9636.85,143.471,4.23975,0.0629426,nan,nan,1.96913,0.0527513,2.456,0.320628,0.321667,0.0501122,DWARF,30.12886,1.498095,106.109,0.835,0.00591017,9.803106e-05,,6.44107,0.001965,6.40799,0.006927,2.05796245274539,1.66631960907617,0.0,PERI,HM,HD 218639,120.0,0.0,0.0001356960867001871,3.0
5800708,79.0088519877694,22.248015395763,2.1068,-17.9583,13.792,STAR,tmgaia2,20190415,0.214452,0.141806,5.48033,0.113795,16.671,1.133,11.671,0.024,11.13,0.027,10.755,0.022,3025.0,122.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,181.648,3.7855,0.0179306,nan,,17.1802,0.008093,13.7434,0.003757,3.38920808788942,2.1995333071299,0.0,GRTAUS5,HM,2MASS J05160212+2214528,8.5,1.3,8.0335937358005e-05,3.0
5805037,79.0920487324185,18.9652992110379,3.30673,-17.9905,12.5093,STAR,tmgaia2,20190415,0.0624892,0.045464,5.84544,0.0452277,14.351,0.149,10.881,0.03,10.206,0.035,10.015,0.026,3904.0,169.231,4.22418,0.129351,nan,nan,0.994995,0.121877,0.605,0.092839,0.614176,0.228514,DWARF,0.20719333,0.05878525,170.247,1.321,0.115714,0.136040717,,14.5502,0.00631,12.4514,0.004724,0.982848959339675,0.705300711818311,0.0,GRTAUS5,HM,Gaia DR2 3395636917001953792,8.5,1.3,8.12764128910855e-05,2.0
5884824,79.1073382065803,22.1206749831015,2.77266,-18.9935,14.3316,STAR,tmgaia2,20190415,0.205906,0.145831,5.66031,0.113767,nan,nan,12.227,0.021,11.663,0.022,11.35,0.021,2920.0,157.0,4.66054,0.0122547,nan,nan,0.588988,0.0191332,0.57901,0.0212836,2.83378,0.172312,DWARF,0.0227216054,0.006407835,175.894,3.5485,0.144275,0.0204580743,,18.1073,0.022554,14.476,0.002758,3.25355542077952,2.26182667306512,0.0,GRTAUS5,HM,Gaia DR2 3414671383128459136,8.5,1.3,8.526194125600227e-05,3.0
6243556,80.0279310289414,18.4901201753402,3.12385,-18.4463,15.1569,STAR,tmgaia2,20190415,0.22679,0.163061,5.82904,0.12197,nan,nan,13.098,0.021,12.511,0.026,12.19,0.018,2916.0,157.0,4.79022,0.00753289,nan,nan,0.44024,0.0146841,0.436049,0.0215186,5.11054,0.259395,DWARF,0.0126247788,0.0035866804,170.838,3.589,0.0250532,0.0182047263,,18.9451,0.039037,15.3018,0.003924,3.56323677924861,2.52886975598558,0.0,GRTAUS5,HM,Gaia DR2 3401364509293725440,8.5,1.3,8.313366077307492e-05,3.0
6743104,81.2817981273721,23.1319662512372,1.55619,-17.8651,12.0899,STAR,tmgaia2,20190415,0.122967,0.0922027,5.77685,0.0850449,13.962,0.183,10.591,0.028,9.917,0.026,9.697,0.023,3766.0,157.273,4.01093,0.142853,nan,nan,1.23455,0.159829,0.57,0.0863347,0.302938,0.124493,DWARF,0.276204079,0.06615645,172.307,2.545,0.0302061,0.19373484,,14.1879,0.012827,12.0282,0.006715,1.94658223733856,1.43024053890989,0.0,GRTAUS5,CM,Gaia DR2 3416299661066003584,8.5,1.3,7.973397829904127e-05,3.0
6743108,81.2822494075727,23.1298578627857,0.461491,-18.6371,13.9289,STAR,tmgaia2,20190415,0.200052,0.150685,5.45772,0.137589,nan,nan,11.954,0.024,11.327,0.025,11.025,0.02,3001.0,157.0,4.59781,0.0143955,nan,nan,0.664513,0.0222914,0.637895,0.0216605,2.1739,0.145279,DWARF,0.0322675258,0.008978943,182.466,4.6205,0.0338834,1.22659957,,17.4645,0.008644,14.0562,0.003495,3.16680650234107,2.33735790643453,0.0,GRTAUS5,CM,Gaia DR2 3416299557986788608,8.5,1.3,8.282648275003989e-05,3.0
6953523,126.126674968134,17.4690499955933,-16.9254,-18.177,10.0039,STAR,tmgaia2,20190415,0.0742482,0.0453317,5.45477,0.044841,10.692,0.009,9.549,0.026,9.252,0.027,9.215,0.019,6195.61,137.794,4.39269,0.0877377,0.19,0.016,1.14841,0.0581106,1.188,0.171398,0.784386,0.18911,DWARF,1.750741,0.06777735,182.375,1.5025,0.0100839,0.00229914137,,10.6811,0.000889,9.95777,0.000691,1.16501513119542,0.702998211325686,0.0,SRSG2,HM,Gaia EDR3 662105977896217088,126.0,25.0,0.00011034426291228278,3.0
7242537,32.730796957847,-46.0662932258543,56.2487,-26.6628,10.3786,STAR,tmgaia2,20190415,0.123147,0.124205,12.2275,0.0905483,11.136,0.047,9.288,0.021,8.752,0.021,8.614,0.022,4530.0,123.063,4.49178,0.101906,nan,nan,0.792089,0.0618794,0.71,0.0856202,1.42868,0.422944,DWARF,0.238032266,0.0121373,81.5977,0.60745,0.0,0.09458212,,11.6881,0.007707,10.3324,0.005004,2.07512579952404,1.9262867987055,0.0,SIC2602,HM,2MASS J02105538-4603588,52.5,2.95,0.0002767526367258365,1.0
7323195,80.3589426831626,-45.3411851465928,-9.92494,25.9708,8.0002,STAR,tmgaia2,20190415,0.0586998,0.0534183,9.93576,0.0292352,8.4,0.03,7.595,0.023,7.474,0.038,7.416,0.029,6739.0,134.721,4.30017,0.087726,nan,nan,1.40647,0.058206,1.44,0.249932,0.517576,0.117896,DWARF,3.67566156,0.1685795,100.355,0.297,0.0149168,0.0004335506,,8.52207,0.001905,7.96591,0.003357,0.986454707109641,0.828413915501549,0.0,OCT,CM,HD 35289,35.0,5.0,0.0001235613976755168,6.0
7444999,81.5956995233832,-43.3767442887247,20.3655,10.8997,8.5676,STAR,tmgaia2,20190415,0.0485117,0.0578585,10.821,0.0308072,9.05,0.03,8.056,0.019,7.891,0.026,7.76,0.017,6118.0,126.548,4.38331,0.0844585,nan,nan,1.14217,0.0527437,1.15,0.160322,0.771808,0.176914,DWARF,1.64661324,0.05225315,92.1675,0.26365,0.0,1.85803521,,9.24855,0.005114,8.53229,0.00527,0.80954441630015,0.897424847636658,0.0,COL,HM,CD-43 1846,42.0,5.0,0.00010270592645538027,9.0
7445001,81.6000724603687,-43.3757534482676,21.1566,12.607,7.8266,STAR,tmgaia2,20190415,0.0557049,0.0711262,10.8613,0.0353478,8.24,0.03,7.429,0.019,7.305,0.02,7.207,0.017,6660.0,123.996,4.29256,0.089214,nan,nan,1.399,0.0602965,1.4,0.236027,0.511299,0.119477,DWARF,3.46918225,0.1440845,91.8264,0.3003,0.0,0.491144538,,8.35324,0.002292,7.79475,0.002863,0.929609856317603,1.10310458895518,0.0,COL,HM,HD 35996,42.0,5.0,0.00010952453558684867,4.0
7491381,82.2140397852998,-46.472042195101,-9.02948,20.3545,9.9898,STAR,tmgaia2,20190415,0.0607708,0.0689022,7.65168,0.035855,10.517,0.007,9.262,0.022,8.949,0.023,8.812,0.021,5692.0,136.13,4.47485,0.0792083,nan,nan,0.963321,0.0509748,1.01,0.122926,1.12982,0.256976,DWARF,0.8776002,0.0311651,130.202,0.6125,0.0158285,0.0211455915,,10.8048,0.011745,9.93722,0.009605,1.02546639633994,1.06870001590217,0.0,OCT,HM,HD 274576,35.0,5.0,9.89873089083175e-05,6.0
7586485,63.5940474560798,-38.3171035007482,40.0455,2.18737,8.52,STAR,tmgaia2,20190415,0.0372512,0.0484991,12.5421,0.0227971,9.15,0.03,7.942,0.027,7.701,0.055,7.62,0.017,5801.0,142.748,4.36245,0.0836727,nan,nan,1.11256,0.0611055,1.04,0.133078,0.755193,0.179491,DWARF,1.26286328,0.0330713,79.5478,0.14535,0.0,4.815619e-05,,9.25373,0.003374,8.47873,0.002761,0.611499828653585,0.75206896105888,0.0,COL,HM,HD 26980,42.0,5.0,0.00017828551664489354,4.0
7652166,64.982022433306,-40.4262374378099,40.8267,4.15366,16.8455,STAR,tmgaia2,20190415,0.361628,0.503379,12.7107,0.231814,nan,nan,14.049,0.031,13.379,0.025,12.9,0.027,2867.0,161.0,5.10607,0.0298284,nan,nan,0.178409,0.00613172,0.148195,0.0202417,26.0966,0.888471,DWARF,0.00193748786,0.000572796271,78.5417,1.4416,0.0,nan,,20.8395,0.201418,17.0043,0.011885,5.97593091116751,7.805306285472,0.0,COL,CM,2MASS J04195568-4025344,42.0,5.0,0.00018250853095606086,13.0
7652962,65.1556077694466,-40.0330790686401,48.3704,-33.8612,13.8342,STAR,tmgaia2,20190415,0.0811077,0.133898,20.6314,0.0480259,16.987,0.06,11.956,0.026,11.444,0.027,11.086,0.019,3056.0,157.0,4.99902,0.0155138,nan,nan,0.240772,0.00720263,0.210941,0.0200983,15.1127,0.0873452,DWARF,0.00455533247,0.00121628051,48.4023,0.11335,0.0,0.00191449025,,17.2271,0.011089,13.9512,0.006582,1.33850615203277,2.07596210475418,0.0,ABDMG,CM,2MASS J04203734-4001591,133.0,12.5,0.00026236036712761146,4.0
