Target_ID,tpeak,amp,ed_s,rise,fall,prob,name,tot_time_obs
1.0,3044.1844869544448,1.0022270770813204,0.4020041027785699,0.0001,0.001239303347394226,0.7898824214935303,HIP 67522,77.13194444444446
1.0,3044.281712240154,1.0043699885384902,3.4013164885344884,0.0001,0.008860183698299226,0.9695538282394409,HIP 67522,77.13194444444446
1.0,3044.7372820295145,1.0031540744956264,1.9522931735901765,0.0001,0.007236479854384517,0.9685841202735901,HIP 67522,77.13194444444446
1.0,3048.897124917699,1.0027368905482972,1.4794460209069804,0.0001,0.006452426957087154,0.6307181119918823,HIP 67522,77.13194444444446
1.0,3053.291678605853,1.0023768355134048,1.2221191245366423,0.0001,0.004935919513134852,0.772404670715332,HIP 67522,77.13194444444446
1.0,3058.6528745106352,1.0022512877861385,2.2800798451990145,0.0001,0.01,0.7975454330444336,HIP 67522,77.13194444444446
1.0,3059.9917767339984,1.0026999057899342,0.6015439010980576,0.0001,0.001758660213081029,0.6206330060958862,HIP 67522,77.13194444444446
0.0,3069.420113701554,1.065493413558909,59.22940456082146,0.0001,0.01,0.9950118064880371,TOI 1227,130.45138888888889
7.0,3126.947563663126,1.0028400515033793,2.370146686354558,0.0001,0.008962261063120657,0.9453842639923096,DS Tuc,126.26805555555556
7.0,3128.0739882507833,1.0021231886810562,2.064098739255957,0.0001,0.01,0.516268253326416,DS Tuc,126.26805555555556
7.0,3133.5449539019437,1.003941181373293,1.5615123888632139,0.0001,0.003722676230861152,0.9956650733947754,DS Tuc,126.26805555555556
7.0,3143.946538380861,1.0168682031127836,15.561604197793805,0.0001,0.01,1.0,DS Tuc,126.26805555555556
7.0,3146.6618483378797,1.0030384491715607,2.566980386612108,0.0001,0.01,0.6809818744659424,DS Tuc,126.26805555555556
7.0,3150.818824059081,1.002043752545909,0.9545838747292755,0.0001,0.004778437564323667,0.8355315923690796,DS Tuc,126.26805555555556
7.0,3157.002201374083,1.002292519652469,2.1298943009625937,0.0001,0.01,0.601679801940918,DS Tuc,126.26805555555556
7.0,3157.585536931358,1.003525983329695,2.9536512886782007,0.0001,0.008364623122282288,0.9772595763206482,DS Tuc,126.26805555555556
7.0,3159.5508167194007,1.0085383603022073,8.352168419197218,0.0001,0.009823889062953369,0.9999974370002747,DS Tuc,126.26805555555556
7.0,3160.4702598023764,1.0025411299233336,1.86750308474639,0.0001,0.007824287018801362,0.8944690227508545,DS Tuc,126.26805555555556
7.0,3160.564704036498,1.0031768988798455,2.4820697722241083,0.0001,0.008850658614326535,0.7969250679016113,DS Tuc,126.26805555555556
7.0,3165.061904383873,1.0036190594086711,3.159777413912646,0.0001,0.009695006504763338,0.933347225189209,DS Tuc,126.26805555555556
7.0,3171.053540138926,1.0150407893990265,8.746174205164362,0.0001,0.005697170474447505,0.9999366402626038,DS Tuc,126.26805555555556
7.0,3172.3285273867273,1.0023855968396134,0.39399375857163466,0.0001,0.0010864202210842887,0.8304222822189331,DS Tuc,126.26805555555556
7.0,3173.595178361856,1.0031146654434142,1.4140607723585596,0.0001,0.0044178277545822275,0.9251769185066223,DS Tuc,126.26805555555556
7.0,2041.53,0.9875,30.0,0.0001,0.01,1.0,DS Tuc,126.26805555555556
7.0,3137.1214,1.01,30.0,0.0001,0.01,1.0,DS Tuc,126.26805555555556
7.0,3172.405,1.006,3.0,0.0001,0.01,1.0,DS Tuc,126.26805555555556
10.0,2057.1615,0.9955,30.0,0.0001,0.01,1.0,HIP 94235,50.09166666666667
2.0,1326.369,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1326.696,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1326.813,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1327.214,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1327.439,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1327.471,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1327.896,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1328.508,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1328.737,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1329.326,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1329.382,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1329.433,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1330.123,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1330.804,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1330.911,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1331.397,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1331.821,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1332.344,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1332.622,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1333.022,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1333.897,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1334.118,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1334.376,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1334.614,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1335.146,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1335.256,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1335.373,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1335.71,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1336.232,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1336.959,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1337.033,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1337.477,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1338.223,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1338.446,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1339.834,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1340.545,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1341.976,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1343.509,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1344.513,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1334.817,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1345.011,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1345.389,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1345.539,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1346.039,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1346.189,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1346.281,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1346.523,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
