nflares_tot,nflares_fit,nstars,alpha,alpha_lo,alpha_hi,A,A_lo,A_hi
10389.0,7284.0,738.0,1.0756102657667717,0.01987230337645607,0.019755555482342313,-0.39679333258165794,0.019183482822425324,0.019590062925145257
4635.0,1846.0,388.0,1.6044826556035467,0.04090928668410321,0.04045515429648061,-0.19119610056849073,0.06801639104945645,0.07467705007231673
