Target_ID,Prot,e_Prot,Good,EB?,flare_rate,age,Teff,Bp-Rp,mass,e_mass,Vmag,e_Vmag,Jmag,e_Jmag,Kmag,e_Kmag
100100909.0,6.32597109721942,0.6125465872101997,0.0,,0.2454456244030904,52.5,2877.0,3.7871999999999986,0.250134,0.0212972,16.901,1.133,11.106,0.024,10.189,0.019
46679024.0,4.498091994242777,0.27924587432132914,0.0,,0.06532537352298715,127.4,3108.0,3.1617999999999995,0.23843,0.0206334,18.74,0.2,13.834,0.026,12.974,0.028
46679096.0,3.2676748110646376,0.6981153465476746,0.0,,0.0,0.0,0.0,3.1047999999999973,0.186232,0.0207252,19.58,0.2,14.386,0.03,13.544,0.037
46679158.0,7.03216993501433,1.01761294041265,0.0,,0.0,0.0,0.0,2.965300000000001,0.29903,0.0206323,nan,nan,13.384,0.024,12.54,0.024
46679446.0,13.916113324765591,0.1416333922580645,0.0,,0.0,0.0,0.0,2.8740000000000006,0.293982,0.0208576,nan,nan,13.45,0.022,12.581,0.024
46679585.0,13.324089144317366,0.6896906049249215,0.0,,0.016488423752490437,127.4,2991.0,3.432299999999998,0.164669,0.0211654,nan,nan,14.602,0.03,13.769,0.046
46679622.0,7.281195528802151,0.8055809966554416,0.0,,0.18129502148326423,127.4,3234.0,2.8930999999999987,0.348345,0.0208757,17.59,0.2,13.109,0.022,12.261,0.021
46679751.0,6.814756835780048,1.697571073946952,0.0,,0.016327641336145313,127.4,3159.0,3.051499999999999,0.278234,0.0208302,18.17,0.2,13.678,0.026,12.794,0.021
46679921.0,7.664519798472571,1.1907296367183586,0.0,,0.22774689760069416,127.4,4016.0,1.7556999999999992,0.646172,0.0204043,13.725,0.059,10.908,0.022,10.121,0.018
46680801.0,7.163860454984502,1.7659747800231584,0.0,,0.11357087515119219,127.4,3143.0,3.0859000000000005,0.281675,0.0207815,nan,nan,13.408,0.024,12.592,0.026
467608233.0,18.86918317867782,1.0433716698439173,0.0,,0.03698087641640565,127.4,5356.0,1.1522000000000006,0.926,0.141752,12.794,0.046,11.171,0.023,10.666,0.024
467608343.0,13.954162587822678,3.4881031952616164,0.0,,0.0,0.0,0.0,2.4792999999999985,0.472819,0.021369,16.922,0.675,13.059,0.025,12.118,0.026
467691092.0,13.598462264141675,0.36866672783453597,0.0,,0.0,0.0,0.0,2.9960000000000004,0.376968,0.0211042,nan,nan,13.523,0.027,12.633,0.022
468803450.0,15.33629821692753,0.7037716765409509,0.0,,0.0,0.0,0.0,2.9482999999999997,0.303323,0.0221622,nan,nan,14.632,0.035,13.625,0.039
469696126.0,7.427179301538371,1.234059510118669,0.0,,0.04295977555043343,5.0,5644.0,0.9555000000000007,1.0,0.127191,11.648,0.023,10.338,0.024,9.906,0.019
470406556.0,13.582122573604833,0.17358927434914617,0.0,,0.13118691493931722,79.0,3106.0,3.1663000000000014,0.345446,0.0208238,nan,nan,13.095,0.026,12.171,0.025
470939562.0,13.227458061528385,0.21492616021023295,0.0,,0.0,0.0,0.0,3.1648000000000014,0.262784,0.0203504,18.29,0.2,13.443,0.027,12.547,0.024
279615956.0,0.571210029147713,0.00457515552001973,0.0,,0.07540555469201224,33.7,5812.38,0.7668999999999997,1.05,0.133581,10.873,0.009,9.694,0.026,9.305,0.023
46679002.0,7.026236392947557,1.7871790442220383,0.0,,0.0,0.0,0.0,3.1469999999999985,0.221996,0.0206913,19.03,0.2,14.145,0.028,13.294,0.031
278898597.0,4.56250895234462,1.6787823626021,0.0,,0.0,0.0,0.0,0.6774699999999996,1.33,0.220128,10.088,0.004,9.224,0.024,8.898,0.02
46678996.0,6.912614295130408,1.7871790442220383,0.0,,0.0,0.0,0.0,2.9556000000000004,0.272301,0.0206272,nan,nan,13.741,0.032,12.816,0.026
46678584.0,16.212669462401173,4.0701425145608505,0.0,,0.0,0.0,0.0,3.030999999999999,0.30558,0.0210705,18.27,0.2,13.662,0.024,12.768,0.026
46537586.0,15.724060212005849,3.8660682721735165,0.0,,0.0,0.0,0.0,3.2265999999999977,0.12374,0.0216947,nan,nan,15.573,0.052,14.572,0.084
465765802.0,7.55042221345122,0.7466504068761234,0.0,,0.0,0.0,0.0,2.3461999999999996,0.381227,0.0205437,16.54,1.133,12.845,0.026,12.092,0.027
46617053.0,3.1319217847621013,0.4876541247195982,0.0,,0.06769897873846152,127.4,3360.0,2.637600000000001,0.45408,0.020548,17.05,0.2,12.53,0.023,11.624,0.02
46621420.0,13.602905939024263,2.351530633135033,0.0,,0.0164771017271051,127.4,3081.0,3.2201000000000004,0.217748,0.0205056,18.9,0.2,13.922,0.027,13.051,0.026
46628636.0,0.3662660795543804,0.0006772126483186223,0.0,,0.13037043289125855,127.4,3430.0,2.503300000000001,0.45761,0.0205746,16.23,0.2,12.401,0.026,11.524,0.021
46628967.0,3.2781474536301336,0.8261646487455113,0.0,,0.03224491502885601,127.4,2994.0,3.4258000000000006,0.268256,0.0213344,19.28,0.2,13.914,0.026,13.016,0.028
466297315.0,2.817469796051992,0.6725215721772675,0.0,,0.0,0.0,0.0,0.20966999999999913,2.04,0.30834,8.471,0.002,8.155,0.023,8.129,0.021
46630386.0,16.19153196779258,3.8660682721735165,0.0,,0.0502092050209205,127.4,3101.0,3.1769,0.301368,0.0219123,18.74,0.2,13.628,0.024,12.719,0.026
46633507.0,0.38893287865315096,0.03920447172055165,0.0,,0.32596707846455314,127.4,3334.0,2.6881999999999984,0.542848,0.0438297,16.13,0.2,12.158,0.021,11.306,0.023
46633710.0,7.251088198316171,0.85849403338614,0.0,,0.16487573271923078,127.4,3233.0,2.8953000000000007,0.358912,0.0206785,16.997,1.133,12.96,0.022,12.122,0.021
46634442.0,2.792705991711304,0.7080212893754989,0.0,,0.08189241943797188,127.4,3430.0,2.5046000000000017,0.470501,0.0204367,16.07,0.2,12.31,0.024,11.439,0.018
46634692.0,3.242061866429775,0.8261646487455113,0.0,,0.032593196170299446,127.4,3092.0,3.1964000000000006,0.269741,0.021359,19.03,0.2,13.875,0.024,13.022,0.03
466484360.0,6.124284862884186,0.7167305016988558,0.0,,0.0,0.0,0.0,0.3811099999999996,1.83,0.295702,8.295,0.003,7.694,0.026,7.558,0.018
46674761.0,11.337268877096523,0.2312090632638491,0.0,,0.09744372894522559,127.4,3121.0,3.132199999999999,0.349394,0.0211133,nan,nan,13.123,0.024,12.281,0.021
46675498.0,13.950216663202443,0.8288317558740669,0.0,,0.0,0.0,0.0,3.2993000000000023,0.177479,0.021252,nan,nan,14.417,0.033,13.531,0.039
46678194.0,0.3246750870392963,0.00048617378161125343,0.0,,0.37283049493373227,127.4,3659.0,2.1393000000000004,0.572954,0.0203537,15.083,0.042,11.74,0.024,10.842,0.02
46678280.0,15.959051102994522,3.8660682721735165,0.0,,0.016243858636904793,127.4,3175.0,3.0165000000000006,0.271481,0.0206908,17.98,0.2,13.576,0.024,12.712,0.024
46678608.0,16.109801546421906,4.0701425145608505,0.0,,0.0,0.0,0.0,3.1194000000000006,0.263735,0.0215365,18.89,0.2,13.985,0.026,13.094,0.028
281494100.0,1.15409332946847,0.00286409468403546,0.0,1.0,0.0,0.0,0.0,0.7205000000000013,1.3,0.205287,10.857,0.008,9.759,0.022,9.401,0.019
238373563.0,6.62837645181544,2.7053647333949,0.0,,0.007360038463168069,33.7,4618.0,1.4745000000000008,0.73,0.082981,13.703,0.08,11.581,0.027,10.864,0.021
219161614.0,8.7706164425706,2.28074109394066,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173177973.0,6.2843856988982,1.61670357244079,0.0,,0.0619524849187592,133.0,3446.0,2.4750000000000014,0.398779,0.0202366,14.131,0.103,10.234,0.023,9.354,0.019
92841571.0,4.56433573518197,1.97681206014768,0.0,,0.12877257382999574,133.0,2823.0,4.272399999999999,0.192187,0.0201415,nan,nan,11.026,0.024,10.038,0.023
406776177.0,4.67984167508489,1.38031044424479,0.0,,0.099011800533788,133.0,2879.0,3.7799000000000014,0.155828,0.0200879,nan,nan,12.367,0.022,11.424,0.024
366577296.0,2.16987261231623,0.673051478025022,0.0,,0.011094674556213017,133.0,2822.0,4.278600000000001,0.0881279,0.0200126,nan,nan,13.621,0.029,12.45,0.028
26017840.0,0.693540046415607,0.323021435502712,0.0,1.0,0.1968663123507471,127.4,3229.0,2.903600000000001,0.407798,0.0206966,16.93,0.2,12.799,0.022,11.946,0.02
46478996.0,6.83873757633019,1.86421087733663,0.0,,0.011284558961820575,127.4,3371.0,2.6148999999999987,0.418378,0.0205794,16.453,0.172,12.757,0.021,11.856,0.02
26078071.0,0.591955453311431,0.00541240124837884,0.0,,0.0,0.0,0.0,0.5647099999999998,1.435,0.257491,8.88,0.03,8.071,0.023,7.824,0.023
26079418.0,0.573581897610542,0.000825987595828046,0.0,,0.06616731275668812,127.4,3227.0,2.908100000000001,0.24925,0.0206912,18.24,0.2,13.583,0.023,12.749,0.024
