temp,age,nflares_tot,nflares_fit,nstars,alpha,alpha_lo,alpha_hi,A,A_lo,A_hi
0.0,6.0,18114.0,13132.0,800.0,1.3818729311490494,0.01704243413216,0.016980031240782623,-0.4508834866591953,0.019327357978515314,0.019796730542515517
1.0,6.0,12458.0,5603.0,747.0,1.9242444400282457,0.032500074094784503,0.03209141128564341,-0.41588783944151875,0.05229062503877718,0.05655650693119313
