Target_ID,Prot,e_Prot,Good,EB?,flare_rate,age,Teff,Bp-Rp,mass,e_mass,Kmag,e_Kmag,Vmag,e_Vmag
12394917,12.7703638550868,0.170885046342206,0.0,,0.05192929985632416,137.1,3098.0,3.182500000000001,0.274024,0.0263266,13.946,0.065,nan,nan
188968885,6.66347757132959,1.30772956450245,0.0,,0.018056235089354084,120.0,7174.0,0.4640299999999993,1.603,0.261824,8.502,0.021,9.355,0.003
12394000,3.03487052418877,0.708021289375499,0.0,,0.047878205436795086,137.1,3106.0,3.1654000000000018,0.181935,0.0283355,14.757,0.103,nan,nan
189012863,2.35206350927633,0.187121931278978,0.0,,0.03613182645895156,120.0,3575.0,2.259100000000002,0.449505,0.0206275,12.429,0.026,16.6919,0.046
191694822,10.2628736684981,0.34534425863885,0.0,,0.07208327389524895,10.0,3429.0,2.739700000000001,0.42,0.092216,10.24,0.025,15.4011,0.0461
12393969,9.39584004006016,1.64433248573993,0.0,,0.051712992889463474,137.1,3244.0,2.872399999999999,0.194851,0.0298733,14.834,0.119,nan,nan
12393885,13.1855378352679,3.48810319526162,0.0,,0.051323285410755495,137.1,3434.0,2.4969,0.410444,0.0214857,12.958,0.034,17.6069,0.0469
192531854,6.87105822051586,1.78717904422204,0.0,,0.07489129725899095,79.0,3089.0,3.202700000000002,0.471964,0.0217474,12.021,0.023,nan,nan
192653406,1.937548427107,,0.0,,0.22342331672658156,79.0,3295.0,2.7683,0.468256,0.0207221,12.159,0.016,nan,nan
12393871,10.2773428315741,1.71356548120315,0.0,,0.05124919923126201,137.1,3361.0,2.6346000000000025,0.259848,0.0250706,13.989,0.072,19.3239,0.0628
12418007,2.40905613534063,0.576349510220282,0.0,,0.052700922266139656,137.1,3184.0,2.9971999999999994,0.249439,0.0268002,14.229,0.072,nan,nan
12434259,1.92396020935317,0.173197440318292,0.0,,0.05149108405482536,137.1,3216.0,2.9301999999999992,0.245484,0.0251183,14.221,0.064,nan,nan
124381332,5.86906355408551,1.24020768733783,0.0,,0.9020907790407487,30.2,8261.0,0.21605000000000096,2.03,0.314106,9.346,0.021,9.692,0.003
12509178,14.0000611366415,1.1911271235869,0.0,,0.1456813313208734,137.1,3217.0,2.928199999999997,0.314025,0.0226668,13.592,0.045,nan,nan
125738177,14.0269379068545,0.292879167515374,0.0,,0.03557430605221162,127.4,3811.0,1.9545999999999992,0.605731,0.020489,11.253,0.022,14.797,0.08
170315869,5.09742465718394,1.31258513374917,0.0,,0.04624835283707298,33.7,3175.0,3.0172000000000008,0.52862,0.020746,11.779,0.023,nan,nan
170365121,3.6059738666242,0.538864245274064,0.0,,0.09271182075714654,33.7,3389.0,2.580399999999999,0.533025,0.0206355,11.945,0.026,17.07,1.133
170367425,0.814120246472868,0.00372361810515596,0.0,,0.09331259720062209,33.7,3099.0,3.1801999999999992,0.321969,0.0217943,13.263,0.04,nan,nan
170673573,0.832611549518885,0.0437400139893975,0.0,,0.3580845906896499,52.5,3164.0,3.0409000000000006,0.329585,0.0202527,10.378,0.021,16.341,0.206
125737018,12.7462102570868,0.563164921601258,0.0,,0.07745446626904984,127.4,3320.0,2.7174999999999994,0.26834,0.0207982,12.783,0.03,18.3,0.2
171088770,13.3218935480351,0.224861835791111,0.0,,0.10813540437949105,79.0,3196.0,2.971499999999999,0.375972,0.0212845,12.289,0.026,nan,nan
125736995,0.865201713749394,0.0234219294348109,0.0,,0.0,127.4,6730.0,0.6303800000000006,1.434,0.241628,8.191,0.014,9.398,0.069
125736974,0.322415393610248,0.000476382068764223,0.0,,0.1297769640625627,127.4,3414.0,2.5329999999999995,0.512157,0.020515,11.131,0.019,16.229,0.343
